-2.050358191205960967e-01,-6.227613312395044454e-02,-3.247892923613793226e-01,2.287373265103251341e-01
2.050317558074830904e-01,6.221829732109350475e-02,3.248159754660919774e-01,-2.288270863774184427e-01
2.033104587610480574e-01,-1.376545510372314540e-01,3.874199729095332279e-01,-8.911691851377140372e-02
1.952965762952177664e-01,-1.427696429648945831e-01,4.439548187410989333e-01,1.060501957788257121e-01
-3.247827292549209099e-01,2.287476513388026489e-01,2.049687306184084790e-01,6.225612865515584710e-02
2.050150974507077839e-01,6.224443279389679784e-02,-3.248024208834221493e-01,2.287657579662954466e-01
3.248847173854284565e-01,-2.287723333455302099e-01,-2.049846527506010985e-01,-6.222201421291713441e-02
-3.248174935194743651e-01,2.287734318087925878e-01,-2.050391011546080777e-01,-6.221868057607303493e-02
2.566347162285842476e-01,-2.018646512325488751e-01,-2.700594285965320918e-01,1.438615986596448182e-01
-2.050483547076767388e-01,-6.221450241463987590e-02,3.248205290434024728e-01,-2.287653890471091911e-01
-3.247981887624431518e-01,2.287555134932017786e-01,2.050159929182104879e-01,6.221888426391405935e-02
2.050349687338696159e-01,6.223726781260513485e-02,3.247888794401386225e-01,-2.287948963097646837e-01
-1.953241945709727478e-01,1.428214204421529021e-01,-4.440203653800529615e-01,-1.061291925636588390e-01
3.248038428932654709e-01,-2.287696383366741304e-01,-2.049972457743761967e-01,-6.224786501440065373e-02
2.050025809259748699e-01,6.224425024146830465e-02,3.248668287903599405e-01,-2.287869011355263271e-01
2.275587672920270643e-03,5.197787480980587960e-01,2.722285182469945108e-01,-7.873594751855705898e-02
-2.050273908714109750e-01,-6.223674072696483428e-02,3.247944541640027660e-01,-2.287732684366943214e-01
-1.953268083188545168e-01,1.427986394456040031e-01,4.440307894924528931e-01,1.061096239595323010e-01
-2.050513887222553122e-01,-6.221194576812789923e-02,-3.248390721170094642e-01,2.287781142079926833e-01
-1.953480267606912124e-01,1.427827788169270529e-01,-4.439854371298081470e-01,-1.061130120722359876e-01
4.440454064127314915e-01,1.061131976603991722e-01,1.953028376652858888e-01,-1.427720143480301906e-01
4.372711843016703348e-01,-2.751846581550591864e-02,-1.337281546927908127e-01,6.054583308884616336e-03
-3.248306270448250710e-01,2.287980330465982370e-01,2.050022222934907989e-01,6.225224494276965226e-02
-3.248276827084772278e-01,2.287712992237410092e-01,2.050333243226771796e-01,6.223315312285895851e-02
-2.050201144957100041e-01,-6.221470577208440544e-02,-3.248796454708592352e-01,2.287477452249137566e-01
-4.439947588454246641e-01,-1.061269201926212241e-01,-1.953611191546817394e-01,1.427667507294511084e-01
-2.050004734565916142e-01,-6.221088729393990657e-02,-3.248519785911924140e-01,2.287714835691833093e-01
4.440537345899103205e-01,1.061485877968244701e-01,1.952961340159996007e-01,-1.427504304750141784e-01
2.033172924507572199e-01,-1.376717757609117743e-01,-3.873969311581135222e-01,8.913330256616881775e-02
1.953264436195263909e-01,-1.427627320512786790e-01,-4.438926500747268911e-01,-1.060878230200535816e-01
4.413459666493526057e-01,4.713473311047144455e-05,1.293345708711778896e-01,1.037371567555378643e-05
-1.941452587764154816e-03,-5.197046541238166117e-01,2.721382489354898793e-01,-7.873863566999696195e-02
3.874375822412242654e-01,-8.916809276572004728e-02,-2.033254630136423491e-01,1.376637072075661550e-01
-4.439872660452215958e-01,-1.061467346448544680e-01,1.953170980840531756e-01,-1.427969877640438146e-01
-2.050541795843756898e-01,-6.221719856550341626e-02,3.247580920290508155e-01,-2.287728359008271428e-01
-2.391962792872520116e-01,6.422650321710920984e-02,-3.147632825107131715e-01,1.699576845931874969e-01
7.259615080604080173e-02,-2.247353444268028189e-01,-3.543873806355157807e-01,1.080497160707966087e-01
2.050160731333447450e-01,6.221452933547561015e-02,-3.248721090168169567e-01,2.287623858182822600e-01
-2.050539795571625357e-01,-6.222626243953146424e-02,3.248162274302196506e-01,-2.288346744410410250e-01
4.440383087379984328e-01,1.061174935103340461e-01,1.953151598777876363e-01,-1.427753117249758175e-01
1.884797436074165111e-01,-1.279157073726342464e-01,-4.096376521374225366e-01,8.691327103336435322e-02
-3.248124733712438039e-01,2.287867923337328357e-01,-2.049931008803234644e-01,-6.224973185118205798e-02
-3.248623479266075642e-01,2.288033981434020592e-01,2.050138115196608046e-01,6.225489198523483786e-02
1.953311934996887489e-01,-1.428185423518716357e-01,4.439810674993696082e-01,1.061630513680717897e-01
2.050531571830015443e-01,6.222202115237335240e-02,-3.248301065631289397e-01,2.287929367520307455e-01
-2.421591331295342431e-01,5.713203588188146137e-02,3.230782301424330871e-01,-2.127011605071176259e-01
1.953414188635396176e-01,-1.427980844040083741e-01,4.440170221605350687e-01,1.061595068464163683e-01
1.953291503835093146e-01,-1.427941849901379623e-01,-4.439854455008762635e-01,-1.061447100548325445e-01
