core_idx,g1,g2
0.000001,0.467577
0.000000,0.155052
0.000001,0.353787
0.000001,0.145654
0.000001,0.169442
0.000001,0.270547
0.000000,0.153589
0.000000,0.293472
0.000000,0.413649
0.000001,0.460276
0.000001,0.371579
0.000001,0.249048
0.000001,0.297252
0.000001,0.324567
0.000001,0.159651
0.000001,0.454634
0.000001,0.240213
0.000001,0.334706
0.000001,0.335684
0.000001,0.386584
0.000001,0.550560
0.000001,0.363805
0.000001,0.398046
0.000001,0.236121
0.000001,0.232087
0.000000,0.429328
0.000001,0.193169
0.000001,0.273750
0.000001,0.460535
0.000001,0.210985
0.000000,0.155972
0.000001,0.423496
0.000001,0.220910
0.000001,0.256892
0.000001,0.314661
0.000001,0.462499
0.000001,0.508417
0.000001,0.460121
0.000001,0.185174
0.000001,0.181134
0.000000,0.495032
0.000001,0.361826
0.000001,0.191827
0.000001,7.777345
0.000001,0.431099
0.000001,0.197666
0.000001,0.506634
4.433144,0.165732
0.000001,0.171009
0.000001,0.183908
0.000001,0.328656
0.000001,0.498048
0.000002,0.454413
0.000001,0.448538
0.000001,0.324326
0.000001,0.335655
0.000001,0.457044
0.000002,0.347698
0.000001,0.302061
0.000001,0.387879
0.000001,0.326501
0.000001,0.166081
0.000001,0.243993
0.000003,0.230686
0.000001,0.350222
0.000001,0.188678
0.000001,0.527922
0.000001,0.500516
0.000001,0.212170
0.000001,0.178063
0.000001,0.220847
0.000001,0.438586
0.000001,0.409991
0.000001,0.263897
2.230490,0.311815
0.000002,0.240316
0.000001,0.411399
0.000001,0.550744
0.000001,0.505485
0.000001,0.195447
0.000000,0.853079
0.000001,0.539622
0.000001,0.467216
0.539503,0.211486
0.000001,0.465622
0.000001,0.374138
0.000001,0.448077
0.000001,0.156982
0.000001,0.480195
0.000000,0.400299
0.000001,0.499459
0.000002,0.421070
11.763188,0.396435
0.001312,0.333697
0.000001,0.452243
0.000001,0.601952
0.000001,0.483019
0.000001,0.229947
0.000001,0.334056
0.000001,0.449381
0.000001,0.409322
0.000001,0.230300
0.000001,0.161718
0.000001,0.438972
0.000001,0.418478
0.000000,0.175642
0.000001,0.176789
0.000001,0.398393
0.000001,0.421923
0.000001,0.169244
0.000001,0.441204
0.000002,0.376598
0.000001,0.691698
0.000001,0.247304
0.000001,0.239902
0.000002,0.288243
0.000001,0.151767
0.000001,0.319085
0.204658,0.363802
0.000001,0.430573
0.000001,0.382143
0.000001,0.142523
0.000002,0.407279
