pt_idx,x,y,z
0,0.035313,0.117858
1,0.114013,0.115350
2,0.052318,0.271901
3,0.124727,0.026041
4,0.016151,0.153591
5,0.157268,0.088872
6,0.024469,0.078926
7,0.183634,0.172435
8,-0.147131,-0.166916
9,-0.039742,0.135453
10,0.094085,-0.008352
11,0.139447,0.201691
12,0.127281,0.050750
13,0.157577,0.244560
14,0.065199,0.138201
15,-0.190981,0.002598
16,-0.085294,0.405541
17,0.127268,0.058205
18,0.039825,0.135759
19,0.171812,-0.004081
20,0.171520,0.293969
21,0.091208,0.087572
22,0.150178,0.093876
23,-0.170968,-0.080423
24,0.171942,-0.096891
25,0.030520,0.084284
26,-0.025268,0.100863
27,0.095674,0.137129
28,0.074936,0.101730
29,0.498767,-0.160625
30,0.065314,0.116085
31,-0.254713,0.052167
32,-0.089922,0.132712
33,-0.188904,0.158602
34,-0.020973,0.129216
35,0.184733,0.186690
36,0.081759,0.183914
37,0.152465,0.077844
38,0.159677,0.128017
39,0.083788,0.044820
40,-0.050068,0.193502
41,0.099854,0.016410
42,-0.301734,0.045183
43,-0.269490,0.123414
44,-0.293250,-0.629178
45,0.211601,0.139467
46,-0.211521,-0.000882
47,0.060730,-0.000396
48,-0.030974,0.023236
49,0.241693,0.382760
50,-0.039093,0.146564
51,0.078270,-0.265098
52,0.144784,0.102716
53,-0.051358,-0.014439
54,-0.266598,0.209031
55,-0.106175,0.104537
56,0.134982,0.132789
57,0.125032,0.093383
58,0.083790,0.122635
59,0.074450,-0.065018
60,0.190924,-0.521132
61,0.172028,0.093061
62,0.064039,0.110181
63,-0.053106,-0.462602
64,0.075963,0.169692
65,0.114595,0.037667
66,0.137361,-0.145398
67,0.050052,0.231871
68,-0.054595,0.157922
69,0.559978,0.162687
70,0.118976,0.228464
71,0.065274,0.085036
72,0.017877,0.177630
73,0.053483,0.002635
74,0.091559,-0.377475
75,0.126715,-0.115253
76,0.228371,0.367635
77,0.124964,0.184435
78,0.323691,0.146355
79,0.122894,0.155303
80,0.147647,0.151560
81,-0.047209,0.227599
82,0.071232,0.171755
83,0.073408,0.118349
84,-0.127648,0.033566
85,0.219177,0.053360
86,0.292569,0.001727
87,0.044771,0.031147
88,0.291757,0.076038
89,0.164957,0.109886
90,0.021920,0.432367
91,0.068450,0.147320
92,0.107680,-0.186862
93,0.125943,0.012551
94,0.102862,-0.169440
95,-0.361813,0.172917
96,0.152882,-0.052639
97,0.114380,0.067657
98,0.182993,0.314698
99,0.086527,0.108677
100,-0.057588,0.005010
101,0.007483,0.152763
102,0.248914,0.096071
103,0.036973,0.154073
104,0.137429,0.125155
105,0.139031,-0.307747
106,0.129954,0.140700
107,0.129770,0.054203
108,-0.032012,0.427275
109,0.132981,-0.093316
110,0.097621,0.143247
111,0.120307,-0.143989
112,-0.120152,0.299186
113,0.078688,0.120275
114,0.059098,0.037072
115,0.066012,0.039497
116,0.053165,-0.041464
117,0.382866,0.022346
118,-0.026188,0.060003
119,0.042868,0.044409
120,0.135488,0.156666
121,0.127813,0.081088
122,0.012735,0.063669
123,0.180183,-0.290298
124,0.387497,0.037575
125,0.109132,0.133557
126,0.044545,0.268236
127,0.060279,-0.096936
128,0.064597,0.264282
129,0.126186,0.107875
130,0.129726,0.092937
131,0.283909,-0.272310
132,-0.253220,0.393867
133,0.156686,0.150227
134,0.209736,-0.152382
135,0.191068,0.198634
136,-0.231375,0.036580
137,0.060046,0.118715
138,0.171661,0.146624
139,0.065544,-0.113268
140,0.059734,0.185323
141,0.181972,0.122477
142,-0.225258,-0.345086
143,0.354990,0.222584
144,0.082002,0.158208
145,0.131584,0.117210
146,0.189582,0.151158
147,0.280825,0.125278
148,0.201134,0.227255
149,-0.248256,-0.011396
150,0.141232,0.245221
151,0.085608,0.098510
152,0.139698,0.056514
153,-0.077421,0.108573
154,0.172863,0.102420
155,-0.284942,0.044158
156,0.173497,-0.040263
157,0.170586,-0.054357
158,0.010154,0.094026
159,0.108153,0.180496
160,-0.012897,0.123667
161,0.128372,0.200795
162,0.202969,0.133629
163,0.032366,0.205356
164,0.017580,0.160759
165,0.083550,0.153778
166,0.139468,0.204387
167,0.157295,-0.035682
168,0.033903,0.164995
169,-0.078365,0.314773
170,-0.004530,0.148511
171,0.135218,0.177407
172,0.202345,0.132698
173,0.109837,0.143165
174,0.047002,-0.123665
175,0.244635,0.075845
176,0.063213,0.039578
177,-0.117010,0.016206
178,0.209680,0.048935
179,0.041251,0.015928
180,0.182104,0.041715
181,0.202087,0.089203
182,0.154882,0.141336
183,0.038920,0.135341
184,0.009663,0.186794
185,0.078125,0.052801
186,0.208355,0.029846
187,0.099913,0.099826
188,0.206352,-0.291233
189,0.406105,0.096388
190,0.208593,-0.081203
191,0.487336,0.215419
192,0.210514,0.210068
193,0.003144,0.050690
194,0.123849,0.104246
195,0.125546,-0.059187
196,0.044424,0.047409
197,-0.034653,0.050602
198,0.042420,0.204607
199,0.144700,0.118618
200,0.250631,-0.047041
201,-0.320005,0.248928
202,0.239207,0.169557
203,0.018048,0.166154
204,0.089097,0.030431
205,0.309660,0.152246
206,0.021787,0.082611
207,0.173712,0.110165
208,0.116008,-0.328181
209,0.162231,-0.025871
210,-0.175153,-0.112397
211,0.146122,0.084366
212,-0.045750,0.227083
213,0.183107,0.095398
214,0.020082,0.055351
215,0.065954,0.375482
216,0.125616,0.079391
217,-0.020765,0.132277
218,0.153014,0.335769
219,0.178624,0.022886
220,-0.026102,0.177853
221,-0.051348,0.237579
222,0.060095,0.113414
223,0.169509,0.109036
224,0.133874,-0.021697
225,0.104671,0.039473
226,0.053018,-0.174233
227,0.032109,0.095484
228,-0.075074,0.098436
229,0.158533,0.073238
230,0.144581,0.038916
231,0.107154,0.077191
232,0.070120,0.022853
233,0.123942,-0.051372
234,-0.337226,-0.228561
235,0.190501,-0.245663
236,0.042769,0.298032
237,0.060046,0.136288
238,0.268096,0.108466
239,0.048627,0.102384
240,0.078444,0.024746
241,0.136880,0.535074
242,0.157188,0.236518
243,0.072327,0.120823
244,0.048854,0.239137
245,0.148889,0.261820
246,0.115420,-0.011448
247,0.058511,0.077301
248,-0.114131,0.231176
249,0.089014,0.251817
250,0.003970,0.016056
251,0.063695,0.139828
252,0.087448,-0.106811
253,-0.075334,0.140082
254,0.096727,0.121730
255,0.050835,0.205251
256,0.065473,0.186626
257,0.119416,0.070155
258,-0.114426,0.059167
259,0.093749,0.250078
260,-0.137484,0.136917
261,0.028284,-0.259585
262,0.104204,0.043623
263,0.018725,-0.038790
264,0.277256,0.193976
265,0.016482,0.242958
266,0.233706,0.089172
267,-0.272513,-0.057800
268,0.030873,0.129345
269,0.113859,-0.075468
270,-0.042878,0.037850
271,-0.268700,0.102246
272,0.113907,0.109532
273,0.275887,0.249717
274,0.090608,0.054438
275,0.058974,0.065216
276,0.019925,0.023090
277,0.069765,-0.196491
278,-0.089343,0.088455
279,0.317182,0.063641
280,0.142506,0.176465
281,0.076398,0.234682
282,0.189995,0.054502
283,0.177170,0.194421
284,-0.036371,-0.375511
285,0.293868,0.139198
286,0.096854,0.013439
287,-0.214019,-0.023734
288,0.252576,-0.318768
289,0.108945,0.083449
290,0.110866,0.110466
291,-0.056421,-0.342412
292,0.145524,0.106448
293,0.235768,0.073789
294,0.161099,0.083422
295,-0.512434,0.124715
296,0.000298,0.007380
297,0.177895,0.276724
298,-0.009450,0.245058
299,0.153067,0.162632
300,-0.043721,0.057858
301,0.100127,0.109451
302,0.094088,0.070666
303,0.065796,0.091433
304,-0.160145,0.063095
305,0.237263,0.095736
306,-0.014139,0.107886
307,0.161300,0.038005
308,0.173649,0.117317
309,0.163897,0.065022
310,0.019131,0.212705
311,0.145869,0.193917
312,0.007742,-0.044385
313,0.053634,0.052593
314,0.297416,0.102162
315,0.021786,0.204679
316,0.131674,0.117572
317,0.267962,0.072832
318,0.166870,0.272466
319,0.091417,-0.021968
320,0.208187,0.124892
321,0.041805,0.053812
322,0.221115,0.043587
323,-0.034581,0.141903
324,0.018408,0.190691
325,0.104155,-0.006104
326,0.112969,0.161313
327,0.123460,0.115197
328,-0.222793,0.225659
329,0.000929,-0.184197
330,0.086089,0.075350
331,-0.095835,0.232173
332,-0.049160,0.033947
333,-0.111073,0.051346
334,-0.081113,0.038304
335,-0.152212,-0.315120
336,0.053165,0.111111
337,0.238519,0.051200
338,-0.040340,-0.038772
339,0.096788,0.064201
340,0.046389,0.225603
341,0.124322,0.056833
342,0.224154,0.147980
343,-0.033424,0.005428
344,0.162988,0.011988
345,0.114516,-0.007581
346,0.029291,0.146746
347,0.141823,-0.025530
348,-0.179312,0.060593
349,0.146733,-0.017280
350,0.093005,-0.115872
351,0.073912,-0.012287
352,0.106861,0.069887
353,-0.029311,0.169642
354,0.109810,-0.119272
355,0.160583,0.280865
356,0.430000,-0.010497
357,-0.008950,0.099526
358,0.149883,0.011445
359,0.084897,-0.078335
360,0.074678,0.028086
361,0.056313,0.029273
362,0.201134,-0.009885
363,0.247791,-0.078565
364,0.204335,0.093928
365,-0.290986,0.262134
366,0.022213,0.231096
367,0.079870,0.115684
368,0.111162,0.156699
369,0.034210,0.010053
370,0.119342,0.148981
371,0.191455,0.144097
372,0.255592,-0.091909
373,0.294149,-0.282361
374,0.131039,0.194802
375,0.029650,0.012783
376,0.030413,0.024674
377,0.062378,0.147092
378,-0.351556,0.133863
379,0.122467,0.135768
380,0.117235,0.173597
381,-0.268391,0.100675
382,0.069987,0.090074
383,0.159686,-0.175321
384,0.132006,0.248818
385,0.205249,0.186124
386,0.231796,0.148797
387,0.323081,0.157694
388,0.058717,-0.142990
389,0.210847,0.113546
390,-0.078320,0.089441
391,0.003114,0.085442
392,0.193579,0.033534
393,0.090481,-0.179958
394,0.195996,0.019297
395,0.211326,0.097649
396,0.163405,0.126915
397,0.023300,0.039718
398,-0.095501,0.184285
399,0.099397,0.014316
400,0.320453,0.073810
401,0.181779,0.030868
402,0.096578,0.179322
403,0.159215,0.223788
404,0.095821,0.195638
405,0.093202,0.002119
406,0.072772,0.157449
407,-0.330613,0.022116
408,0.109531,0.034261
409,0.057633,0.105014
410,0.158554,0.116893
411,0.207875,-0.031903
412,0.014002,0.176921
413,0.060968,-0.045027
414,0.186989,0.035796
415,-0.043097,0.287061
416,-0.010030,-0.072359
417,0.087970,0.058534
418,0.167665,0.303734
419,0.173745,0.045329
420,0.102881,0.379998
421,0.170365,0.204806
422,0.087154,-0.208341
423,0.172047,0.111711
424,0.031260,0.235825
425,0.191860,0.093487
426,0.188876,0.151427
427,0.083420,-0.010310
428,0.251027,0.063393
429,0.096263,-0.019646
430,0.052195,0.149454
431,0.080953,0.099932
432,0.098069,0.029636
433,0.154510,0.014608
434,0.061305,0.133391
435,0.173817,0.093730
436,-0.105749,-0.278549
437,0.108088,0.194127
438,0.133642,0.125525
439,-0.090424,-0.362847
440,0.037469,0.004184
441,0.063783,0.073355
442,0.081410,-0.157090
443,0.000840,0.320037
444,0.228536,0.208796
445,0.113252,0.068591
446,0.136815,0.125738
447,0.048762,0.241794
448,0.137660,0.068294
449,0.140193,0.170731
450,0.094138,0.191267
451,0.234031,0.060904
452,0.031498,-0.174138
453,-0.182763,0.208932
454,-0.255907,0.008065
455,-0.421950,-0.265315
456,0.012016,0.070908
457,-0.176514,0.490698
458,0.173138,0.133079
459,0.203538,0.139353
460,0.075482,0.118946
461,0.360302,0.181696
462,0.204388,0.208615
463,0.145145,-0.104185
464,0.019384,0.061537
465,0.107612,-0.236639
466,0.111616,0.054098
467,0.094666,0.043034
468,0.046284,0.188532
469,0.064715,0.266793
470,0.086406,0.012755
471,0.357098,0.162513
472,-0.022624,0.224939
473,0.080711,0.171376
474,0.060357,0.073113
475,0.043098,0.130411
476,0.103676,0.194519
477,0.168412,0.166921
478,0.093404,0.025350
479,-0.064699,0.014359
480,0.225288,0.025818
481,0.039156,-0.180634
482,0.140589,0.089244
483,0.065247,-0.375041
484,-0.104816,0.081490
485,0.086376,0.081825
486,0.093947,0.147625
487,0.224436,0.242885
488,-0.112590,-0.555643
489,0.038161,-0.251936
490,-0.250674,0.196049
491,0.120791,0.058433
492,-0.016151,0.269504
493,0.124868,0.227945
494,0.158643,0.043116
495,0.048538,0.194809
496,0.056429,0.377314
497,-0.307567,0.059066
498,0.103238,0.108413
499,-0.089045,0.090915
