-9.450000000000000067e-02,-1.913999999999999729e-02,7.718999999999999473e-02,-8.359500000000000264e-02
-7.585259277180477801e-03,-3.587809136467955129e-02,-3.958783152737586908e-02,-4.785598979898482430e-02
4.587020099969745662e-02,-2.029983141823096804e-02,-1.274959816679573921e-01,-8.023473009952358792e-02
4.943185477331075994e-02,-2.085703591679698848e-02,-1.228022566211992156e-01,-8.102179664527534020e-02
6.729638277484599473e-02,-3.004409689590802415e-03,-9.980783078857687063e-02,-6.938355468094853373e-02
-9.325049228505272181e-02,-2.078607737680117362e-02,7.566321195922867671e-02,-8.096287228126414215e-02
-9.381403144876312994e-02,-6.492205970212497346e-02,7.714185669182002658e-02,5.168639778736172597e-04
6.396376727366562265e-02,-4.770369385156918510e-03,-1.000627697839421570e-01,-6.873039529303157091e-02
-1.141207215352270654e-01,-4.411446776899809533e-03,5.272180236523339031e-02,-6.897201458137938723e-02
-9.355238216644748417e-02,-1.761359939735391081e-02,7.676087240435738868e-02,-8.592194015732666779e-02
6.780594702805298191e-02,-8.012479966052438174e-02,-1.005028315038622166e-01,-1.422394427640972896e-02
-1.160947188022784932e-01,-7.412779706252483995e-03,5.266345075500680761e-02,-6.731186668712718646e-02
6.558484308838782861e-02,-4.181512290931788806e-02,-9.743572750348039602e-02,-4.190372366534265980e-02
6.819975242039444385e-02,-7.174392760948529804e-03,-1.007196084569171174e-01,-6.665702241786361504e-02
4.578317709571590871e-02,-6.408901850912321341e-02,-1.232067694444685113e-01,-1.920089244935324505e-04
6.768977524750327546e-02,-7.978162703620858553e-02,-1.007872453174391697e-01,-1.407066642070182831e-02
4.834961288265973017e-02,-6.413313508465760815e-02,-1.265298258851484392e-01,-2.158273183852085081e-03
6.631251961826271912e-02,-7.900946045843197652e-02,-9.729097337288725167e-02,-1.437863982920230960e-02
-1.155639855639573055e-01,-6.004844987604753687e-03,5.346099471860405600e-02,-6.757019877682082787e-02
-1.128103966172631367e-01,-7.869493950004805005e-02,5.243656032106076142e-02,-1.545309882280620009e-02
4.660368010017817975e-02,-6.522365557069061126e-02,-1.257716589826624043e-01,-5.342225991489066989e-04
2.190761945079890832e-02,-4.196720041687519720e-02,-9.019898680349155984e-02,-4.168465811456385783e-02
-9.257650330816998008e-02,-1.785443936445198915e-02,8.034594109920950578e-02,-8.520851209804901349e-02
4.856315223261205988e-02,-1.983178648339879724e-02,-1.228849120915982140e-01,-8.263051883247711504e-02
6.779640143796848706e-02,-7.567309755959036877e-02,-1.016896149339129030e-01,-1.811863101751961386e-02
