core_idx,g1,g2
0.000002,0.362824
0.000001,0.274308
0.000154,0.217026
0.000001,0.199098
0.000305,0.493520
3.629680,0.165061
0.000001,0.250170
0.000001,0.326258
0.000002,0.351794
5.217755,0.406104
0.000001,0.348978
0.000003,0.286215
0.000002,0.236938
0.000001,0.221916
0.000001,0.221979
0.000002,0.364818
0.000001,0.512824
0.001016,0.208202
0.000001,0.219605
0.000002,0.248912
0.002820,0.843672
0.000001,0.441288
0.000001,0.352879
0.000001,0.225911
0.000001,0.381517
0.000001,0.425630
0.000001,0.391207
13.803755,0.267056
0.000002,0.395314
0.000055,0.185992
0.000001,0.233865
0.000001,0.326238
0.000001,0.386759
0.000001,0.367834
0.000001,0.198835
0.000001,0.519477
0.000002,0.337471
3.810411,0.421759
0.000001,0.261683
0.000001,0.556399
0.000001,0.556526
0.000001,0.469511
0.000001,1.083493
0.000001,0.339799
0.003122,0.520863
0.000001,0.451546
0.000001,0.272320
0.000001,0.290899
0.000001,0.451915
0.000002,0.206453
0.000001,0.395993
0.000002,0.460057
0.000001,0.054229
0.024137,0.360174
0.000001,0.486231
0.000001,0.385228
0.000001,0.359133
0.000001,0.851532
0.000001,0.612847
0.000002,0.360172
0.117516,0.350043
0.000001,0.622409
0.000001,0.545253
0.000001,0.353584
0.000001,0.887501
0.000001,0.334854
0.000001,0.697684
0.001305,0.394808
0.000001,0.374199
0.588693,0.180867
0.005341,0.203825
0.000001,0.464263
0.000003,0.351553
0.000001,0.201400
0.000025,0.319555
0.000305,0.516169
0.000001,0.193495
0.000001,0.442224
0.000001,0.423559
0.000002,0.288053
0.000060,0.427123
0.000001,0.218651
0.000001,0.344312
0.000001,0.256354
0.000001,0.371576
0.000001,0.367783
0.000001,0.252536
0.000001,0.335832
0.000002,0.673004
0.000001,0.230925
0.000001,0.452045
0.000002,0.483397
0.000001,0.238860
0.000001,0.387426
0.000001,0.292748
5.648846,0.307673
0.000001,0.267088
0.000001,0.462002
0.000001,0.250336
0.000001,0.425612
0.000001,0.306835
0.000001,0.464380
0.000001,0.207502
0.000001,0.196166
0.000372,0.206452
0.000001,0.406508
0.000001,0.382417
0.000001,0.459485
0.000002,0.274756
0.000030,0.457081
0.000001,0.199365
0.000002,0.450732
0.000001,0.390159
0.000001,0.352019
0.000002,0.439397
0.000001,0.194508
0.000001,0.475737
0.000001,0.847764
0.000001,0.179069
0.000001,0.371093
0.000001,0.503849
0.000001,0.269464
0.000001,0.401849
0.004010,0.417875
0.000001,0.428161
0.000001,0.597111
0.000002,0.492945
0.001522,0.360180
0.000001,0.199687
0.000001,0.287157
0.000001,0.222198
0.000001,0.766808
7.628804,0.302889
0.000001,0.352368
0.000052,0.430648
0.000001,0.304721
0.000001,0.178674
0.000001,0.455793
0.000002,0.509888
0.003354,0.366166
0.000002,0.217298
5.497778,0.263692
0.001831,0.511438
0.000001,0.390658
0.000001,0.367806
0.000001,0.189006
0.000001,0.528528
5.809902,0.454147
0.000001,0.352925
0.000001,0.304197
0.000002,0.336022
0.004166,0.381579
0.000001,0.172531
0.000001,0.408897
0.000002,0.309083
0.000001,0.236493
0.000105,0.224815
0.000001,0.220747
0.000001,0.397596
0.000001,0.391453
0.000000,0.474541
0.000001,0.486995
0.000002,0.301170
0.000001,0.303727
0.000001,0.407256
0.000078,0.448766
0.000002,0.471795
0.000002,0.344517
0.000559,0.211863
